Time: 2024-11-11 13:33:25, Light Level: 0 luxTime: 2024-11-11 13:33:26, Light Level: 55 luxTime: 2024-11-11 13:33:27, Light Level: 54 luxTime: 2024-11-11 13:33:28, Light Level: 55 luxTime: 2024-11-11 13:33:29, Light Level: 55 luxTime: 2024-11-11 13:33:30, Light Level: 32 luxTime: 2024-11-11 13:33:31, Light Level: 0 luxTime: 2024-11-11 13:33:32, Light Level: 21 luxTime: 2024-11-11 13:33:33, Light Level: 1 luxTime: 2024-11-11 13:33:34, Light Level: 12 luxTime: 2024-11-11 13:33:35, Light Level: 60 luxTime: 2024-11-11 13:33:36, Light Level: 59 luxTime: 2024-11-11 13:33:37, Light Level: 54 luxTime: 2024-11-11 13:33:38, Light Level: 1 luxTime: 2024-11-11 13:33:39, Light Level: 0 luxTime: 2024-11-11 13:33:40, Light Level: 0 luxTime: 2024-11-11 13:33:41, Light Level: 0 luxTime: 2024-11-11 13:33:42, Light Level: 20 luxTime: 2024-11-11 13:33:43, Light Level: 12 luxTime: 2024-11-11 13:33:44, Light Level: 79 luxTime: 2024-11-11 13:33:45, Light Level: 74 luxTime: 2024-11-11 13:33:46, Light Level: 65 luxTime: 2024-11-11 13:33:47, Light Level: 5 luxTime: 2024-11-11 13:33:48, Light Level: 0 luxTime: 2024-11-11 13:33:49, Light Level: 0 luxTime: 2024-11-11 13:33:50, Light Level: 0 luxTime: 2024-11-11 13:33:51, Light Level: 0 luxTime: 2024-11-11 13:33:52, Light Level: 0 luxTime: 2024-11-11 13:33:53, Light Level: 0 luxTime: 2024-11-11 13:33:54, Light Level: 0 luxTime: 2024-11-11 13:33:55, Light Level: 0 luxTime: 2024-11-11 13:33:56, Light Level: 0 luxTime: 2024-11-11 13:33:57, Light Level: 0 luxTime: 2024-11-11 13:33:58, Light Level: 0 luxTime: 2024-11-11 13:33:59, Light Level: 0 luxTime: 2024-11-11 13:34:00, Light Level: 0 luxTime: 2024-11-11 13:34:01, Light Level: 0 luxTime: 2024-11-11 13:34:02, Light Level: 0 luxTime: 2024-11-11 13:34:03, Light Level: 0 luxTime: 2024-11-11 13:34:04, Light Level: 0 luxTime: 2024-11-11 13:34:05, Light Level: 0 luxTime: 2024-11-11 13:34:06, Light Level: 64 luxTime: 2024-11-11 13:34:07, Light Level: 72 luxTime: 2024-11-11 13:34:08, Light Level: 23 luxTime: 2024-11-11 13:34:09, Light Level: 64 luxTime: 2024-11-11 13:34:10, Light Level: 48 luxTime: 2024-11-11 13:34:11, Light Level: 35 luxTime: 2024-11-11 13:34:12, Light Level: 31 luxTime: 2024-11-11 13:34:13, Light Level: 9 luxTime: 2024-11-11 13:34:14, Light Level: 49 luxTime: 2024-11-11 13:34:15, Light Level: 52 luxTime: 2024-11-11 13:34:16, Light Level: 53 luxTime: 2024-11-11 13:34:17, Light Level: 53 luxTime: 2024-11-11 13:34:18, Light Level: 53 luxTime: 2024-11-11 13:34:19, Light Level: 53 luxTime: 2024-11-11 13:34:20, Light Level: 53 luxTime: 2024-11-11 13:34:21, Light Level: 53 luxTime: 2024-11-11 13:34:22, Light Level: 53 luxTime: 2024-11-11 13:34:23, Light Level: 53 luxTime: 2024-11-11 13:34:24, Light Level: 53 luxTime: 2024-11-11 13:34:25, Light Level: 53 luxTime: 2024-11-11 13:34:26, Light Level: 53 luxTime: 2024-11-11 13:34:27, Light Level: 53 luxTime: 2024-11-11 13:34:28, Light Level: 53 luxTime: 2024-11-11 13:34:29, Light Level: 53 luxTime: 2024-11-11 13:34:30, Light Level: 53 luxTime: 2024-11-11 13:34:31, Light Level: 54 luxTime: 2024-11-11 13:34:32, Light Level: 54 luxTime: 2024-11-11 13:34:33, Light Level: 54 luxTime: 2024-11-11 13:34:34, Light Level: 54 luxTime: 2024-11-11 13:34:35, Light Level: 54 luxTime: 2024-11-11 13:34:36, Light Level: 54 luxTime: 2024-11-11 13:34:37, Light Level: 54 luxTime: 2024-11-11 13:34:38, Light Level: 54 luxTime: 2024-11-11 13:34:39, Light Level: 54 luxTime: 2024-11-11 13:34:40, Light Level: 54 luxTime: 2024-11-11 13:34:41, Light Level: 46 luxTime: 2024-11-11 13:34:42, Light Level: 54 luxTime: 2024-11-11 13:34:43, Light Level: 54 luxTime: 2024-11-11 13:34:44, Light Level: 54 luxTime: 2024-11-11 13:34:45, Light Level: 54 luxTime: 2024-11-11 13:34:46, Light Level: 54 luxTime: 2024-11-11 13:34:47, Light Level: 54 luxTime: 2024-11-11 13:34:48, Light Level: 54 luxTime: 2024-11-11 13:34:49, Light Level: 54 luxTime: 2024-11-11 13:34:50, Light Level: 54 luxTime: 2024-11-11 13:34:51, Light Level: 54 luxTime: 2024-11-11 13:34:52, Light Level: 54 luxTime: 2024-11-11 13:34:53, Light Level: 54 luxTime: 2024-11-11 13:34:54, Light Level: 54 luxTime: 2024-11-11 13:34:55, Light Level: 54 luxTime: 2024-11-11 13:34:56, Light Level: 54 luxTime: 2024-11-11 13:34:57, Light Level: 54 luxTime: 2024-11-11 13:34:58, Light Level: 54 luxTime: 2024-11-11 13:34:59, Light Level: 54 luxTime: 2024-11-11 13:35:00, Light Level: 54 luxTime: 2024-11-11 13:35:01, Light Level: 54 luxTime: 2024-11-11 13:35:02, Light Level: 54 luxTime: 2024-11-11 13:35:03, Light Level: 54 luxTime: 2024-11-11 13:35:04, Light Level: 54 luxTime: 2024-11-11 13:35:05, Light Level: 54 luxTime: 2024-11-11 13:35:06, Light Level: 54 luxTime: 2024-11-11 13:35:07, Light Level: 54 luxTime: 2024-11-11 13:35:08, Light Level: 54 luxTime: 2024-11-11 13:35:09, Light Level: 54 luxTime: 2024-11-11 13:35:10, Light Level: 54 luxTime: 2024-11-11 13:35:11, Light Level: 54 luxTime: 2024-11-11 13:35:12, Light Level: 54 luxTime: 2024-11-11 13:35:13, Light Level: 54 luxTime: 2024-11-11 13:35:14, Light Level: 54 luxTime: 2024-11-11 13:35:15, Light Level: 54 luxTime: 2024-11-11 13:35:16, Light Level: 54 luxTime: 2024-11-11 13:35:17, Light Level: 54 luxTime: 2024-11-11 13:35:18, Light Level: 54 luxTime: 2024-11-11 13:35:19, Light Level: 54 luxTime: 2024-11-11 13:35:20, Light Level: 54 luxTime: 2024-11-11 13:35:21, Light Level: 54 luxTime: 2024-11-11 13:35:22, Light Level: 54 luxTime: 2024-11-11 13:35:23, Light Level: 54 luxTime: 2024-11-11 13:35:24, Light Level: 54 luxTime: 2024-11-11 13:35:25, Light Level: 54 luxTime: 2024-11-11 13:35:26, Light Level: 54 luxTime: 2024-11-11 13:35:27, Light Level: 54 luxTime: 2024-11-11 13:35:28, Light Level: 54 luxTime: 2024-11-11 13:35:29, Light Level: 54 luxTime: 2024-11-11 13:35:30, Light Level: 54 luxTime: 2024-11-11 13:35:31, Light Level: 54 luxTime: 2024-11-11 13:35:32, Light Level: 54 luxTime: 2024-11-11 13:35:33, Light Level: 54 luxTime: 2024-11-11 13:35:34, Light Level: 54 luxTime: 2024-11-11 13:35:35, Light Level: 54 luxTime: 2024-11-11 13:35:36, Light Level: 54 luxTime: 2024-11-11 13:35:37, Light Level: 54 luxTime: 2024-11-11 13:35:38, Light Level: 54 luxTime: 2024-11-11 13:35:39, Light Level: 54 luxTime: 2024-11-11 13:35:40, Light Level: 54 luxTime: 2024-11-11 13:35:41, Light Level: 54 luxTime: 2024-11-11 13:35:42, Light Level: 54 luxTime: 2024-11-11 13:35:43, Light Level: 54 luxTime: 2024-11-11 13:35:44, Light Level: 54 luxTime: 2024-11-11 13:35:45, Light Level: 54 luxTime: 2024-11-11 13:35:46, Light Level: 53 luxTime: 2024-11-11 13:35:47, Light Level: 48 luxTime: 2024-11-11 13:35:48, Light Level: 54 luxTime: 2024-11-11 13:35:49, Light Level: 54 luxTime: 2024-11-11 13:35:50, Light Level: 54 luxTime: 2024-11-11 13:35:51, Light Level: 54 luxTime: 2024-11-11 13:35:52, Light Level: 54 luxTime: 2024-11-11 13:35:53, Light Level: 54 luxTime: 2024-11-11 13:35:54, Light Level: 54 luxTime: 2024-11-11 13:35:55, Light Level: 54 luxTime: 2024-11-11 13:35:56, Light Level: 54 luxTime: 2024-11-11 13:35:57, Light Level: 54 luxTime: 2024-11-11 13:35:58, Light Level: 54 luxTime: 2024-11-11 13:35:59, Light Level: 54 luxTime: 2024-11-11 13:36:00, Light Level: 54 luxTime: 2024-11-11 13:36:01, Light Level: 54 luxTime: 2024-11-11 13:36:02, Light Level: 54 luxTime: 2024-11-11 13:36:03, Light Level: 54 luxTime: 2024-11-11 13:36:04, Light Level: 54 luxTime: 2024-11-11 13:36:05, Light Level: 54 luxTime: 2024-11-11 13:36:06, Light Level: 54 luxTime: 2024-11-11 13:36:07, Light Level: 54 luxTime: 2024-11-11 13:36:08, Light Level: 54 luxTime: 2024-11-11 13:36:09, Light Level: 54 luxTime: 2024-11-11 13:36:10, Light Level: 54 luxTime: 2024-11-11 13:36:11, Light Level: 54 luxTime: 2024-11-11 13:36:12, Light Level: 53 luxTime: 2024-11-11 13:36:13, Light Level: 53 luxTime: 2024-11-11 13:36:14, Light Level: 54 luxTime: 2024-11-11 13:36:15, Light Level: 54 luxTime: 2024-11-11 13:36:16, Light Level: 54 luxTime: 2024-11-11 13:36:17, Light Level: 54 luxTime: 2024-11-11 13:36:18, Light Level: 53 luxTime: 2024-11-11 13:36:19, Light Level: 50 luxTime: 2024-11-11 13:36:20, Light Level: 53 luxTime: 2024-11-11 13:36:21, Light Level: 53 luxTime: 2024-11-11 13:36:22, Light Level: 53 luxTime: 2024-11-11 13:36:23, Light Level: 53 luxTime: 2024-11-11 13:36:24, Light Level: 54 luxTime: 2024-11-11 13:36:25, Light Level: 53 luxTime: 2024-11-11 13:36:26, Light Level: 53 luxTime: 2024-11-11 13:36:27, Light Level: 53 luxTime: 2024-11-11 13:36:28, Light Level: 53 luxTime: 2024-11-11 13:36:29, Light Level: 53 luxTime: 2024-11-11 13:36:30, Light Level: 53 luxTime: 2024-11-11 13:36:31, Light Level: 53 luxTime: 2024-11-11 13:36:32, Light Level: 53 luxTime: 2024-11-11 13:36:33, Light Level: 53 luxTime: 2024-11-11 13:36:34, Light Level: 53 luxTime: 2024-11-11 13:36:35, Light Level: 53 luxTime: 2024-11-11 13:36:36, Light Level: 52 luxTime: 2024-11-11 13:36:37, Light Level: 53 luxTime: 2024-11-11 13:36:38, Light Level: 54 luxTime: 2024-11-11 13:36:39, Light Level: 53 luxTime: 2024-11-11 13:36:40, Light Level: 53 luxTime: 2024-11-11 13:36:41, Light Level: 53 luxTime: 2024-11-11 13:36:42, Light Level: 53 luxTime: 2024-11-11 13:36:43, Light Level: 53 luxTime: 2024-11-11 13:36:44, Light Level: 53 luxTime: 2024-11-11 13:36:45, Light Level: 53 luxTime: 2024-11-11 13:36:46, Light Level: 53 luxTime: 2024-11-11 13:36:47, Light Level: 53 luxTime: 2024-11-11 13:36:48, Light Level: 52 luxTime: 2024-11-11 13:36:49, Light Level: 53 luxTime: 2024-11-11 13:36:50, Light Level: 53 luxTime: 2024-11-11 13:36:51, Light Level: 53 luxTime: 2024-11-11 13:36:52, Light Level: 53 luxTime: 2024-11-11 13:36:53, Light Level: 53 luxTime: 2024-11-11 13:36:54, Light Level: 53 luxTime: 2024-11-11 13:36:55, Light Level: 53 luxTime: 2024-11-11 13:37:22, Light Level: 0 lux
Time: 2024-11-11 13:37:23, Light Level: 85 lux
Time: 2024-11-11 13:37:24, Light Level: 87 lux
Time: 2024-11-11 13:37:25, Light Level: 80 lux
Time: 2024-11-11 13:37:26, Light Level: 22 lux
Time: 2024-11-11 13:37:27, Light Level: 13 lux
Time: 2024-11-11 13:37:28, Light Level: 9 lux
Time: 2024-11-11 13:37:29, Light Level: 0 lux
Time: 2024-11-11 13:37:30, Light Level: 72 lux
Time: 2024-11-11 13:37:31, Light Level: 54 lux
Time: 2024-11-11 13:37:32, Light Level: 0 lux
Time: 2024-11-11 13:37:33, Light Level: 0 lux
Time: 2024-11-11 13:37:34, Light Level: 0 lux
Time: 2024-11-11 13:37:35, Light Level: 0 lux
Time: 2024-11-11 13:37:36, Light Level: 84 lux
Time: 2024-11-11 13:37:37, Light Level: 48 lux
Time: 2024-11-11 13:37:38, Light Level: 58 lux
Time: 2024-11-11 13:37:39, Light Level: 58 lux
Time: 2024-11-11 13:37:40, Light Level: 59 lux
Time: 2024-11-11 13:37:41, Light Level: 59 lux
Time: 2024-11-11 13:37:42, Light Level: 59 lux
Time: 2024-11-11 13:37:43, Light Level: 59 lux
Time: 2024-11-11 13:37:44, Light Level: 58 lux
Time: 2024-11-11 13:37:45, Light Level: 59 lux
Time: 2024-11-11 13:37:46, Light Level: 59 lux
Time: 2024-11-11 13:37:47, Light Level: 59 lux
Time: 2024-11-11 13:37:48, Light Level: 59 lux
Time: 2024-11-11 13:37:49, Light Level: 59 lux
Time: 2024-11-11 13:37:50, Light Level: 59 lux
Time: 2024-11-11 13:37:51, Light Level: 59 lux
Time: 2024-11-11 13:37:52, Light Level: 59 lux
Time: 2024-11-11 13:37:53, Light Level: 59 lux
Time: 2024-11-11 13:37:54, Light Level: 59 lux
Time: 2024-11-11 13:37:55, Light Level: 59 lux
Time: 2024-11-11 13:37:56, Light Level: 59 lux
Time: 2024-11-11 13:37:57, Light Level: 59 lux
Time: 2024-11-11 13:37:58, Light Level: 59 lux
Time: 2024-11-11 13:37:59, Light Level: 59 lux
Time: 2024-11-11 13:38:00, Light Level: 58 lux
Time: 2024-11-11 13:38:01, Light Level: 57 lux
Time: 2024-11-11 13:38:02, Light Level: 58 lux
Time: 2024-11-11 13:45:17, Light Level: 0 lux
Time: 2024-11-11 13:45:18, Light Level: 58 lux
Time: 2024-11-11 13:45:19, Light Level: 58 lux
Time: 2024-11-11 13:45:20, Light Level: 58 lux
Time: 2024-11-11 13:45:21, Light Level: 58 lux
Time: 2024-11-11 13:45:22, Light Level: 58 lux
Time: 2024-11-11 13:45:23, Light Level: 58 lux
Time: 2024-11-11 13:45:24, Light Level: 58 lux
Time: 2024-11-11 13:45:25, Light Level: 58 lux
Time: 2024-11-11 13:45:26, Light Level: 58 lux
Time: 2024-11-11 13:45:27, Light Level: 58 lux
Time: 2024-11-11 13:45:28, Light Level: 58 lux
Time: 2024-11-11 13:45:29, Light Level: 58 lux
Time: 2024-11-11 13:45:30, Light Level: 58 lux
Time: 2024-11-11 13:45:31, Light Level: 58 lux
Time: 2024-11-11 13:45:32, Light Level: 58 lux
Time: 2024-11-11 13:45:33, Light Level: 58 lux
Time: 2024-11-11 13:45:34, Light Level: 58 lux
Time: 2024-11-11 13:45:35, Light Level: 58 lux
Time: 2024-11-11 13:45:36, Light Level: 58 lux
Time: 2024-11-11 13:45:37, Light Level: 58 lux
Time: 2024-11-11 13:45:38, Light Level: 58 lux
Time: 2024-11-11 13:45:39, Light Level: 58 lux
Time: 2024-11-11 13:45:40, Light Level: 58 lux
Time: 2024-11-11 13:45:41, Light Level: 58 lux
Time: 2024-11-11 13:45:42, Light Level: 58 lux
Time: 2024-11-11 13:45:43, Light Level: 58 lux
Time: 2024-11-11 13:45:44, Light Level: 58 lux
Time: 2024-11-11 13:45:45, Light Level: 58 lux
Time: 2024-11-11 13:45:46, Light Level: 58 lux
Time: 2024-11-11 13:45:47, Light Level: 58 lux
Time: 2024-11-11 13:45:48, Light Level: 58 lux
Time: 2024-11-11 13:45:49, Light Level: 58 lux
Time: 2024-11-11 13:45:50, Light Level: 58 lux
Time: 2024-11-11 13:45:51, Light Level: 58 lux
Time: 2024-11-11 13:45:52, Light Level: 58 lux
Time: 2024-11-11 13:45:53, Light Level: 0 lux
Time: 2024-11-11 13:45:54, Light Level: 58 lux
Time: 2024-11-11 13:45:55, Light Level: 57 lux
Time: 2024-11-11 13:45:56, Light Level: 57 lux
Time: 2024-11-11 13:45:57, Light Level: 57 lux
Time: 2024-11-11 13:45:58, Light Level: 57 lux
Time: 2024-11-11 13:45:59, Light Level: 58 lux
Time: 2024-11-11 13:46:00, Light Level: 58 lux
Time: 2024-11-11 13:46:01, Light Level: 58 lux
Time: 2024-11-11 13:46:02, Light Level: 58 lux
Time: 2024-11-11 13:46:03, Light Level: 58 lux
Time: 2024-11-11 13:46:04, Light Level: 58 lux
Time: 2024-11-11 13:46:05, Light Level: 58 lux
Time: 2024-11-11 13:46:06, Light Level: 58 lux
Time: 2024-11-11 13:46:07, Light Level: 58 lux
Time: 2024-11-11 13:46:08, Light Level: 58 lux
Time: 2024-11-11 13:46:09, Light Level: 58 lux
Time: 2024-11-11 13:46:10, Light Level: 58 lux
Time: 2024-11-11 13:46:11, Light Level: 58 lux
Time: 2024-11-11 13:46:12, Light Level: 58 lux
Time: 2024-11-11 13:46:13, Light Level: 58 lux
Time: 2024-11-11 13:46:14, Light Level: 58 lux
Time: 2024-11-11 13:46:15, Light Level: 58 lux
Time: 2024-11-11 13:46:16, Light Level: 58 lux
Time: 2024-11-11 13:46:17, Light Level: 58 lux
Time: 2024-11-11 13:46:18, Light Level: 58 lux
Time: 2024-11-11 13:46:19, Light Level: 58 lux
Time: 2024-11-11 13:46:20, Light Level: 58 lux
Time: 2024-11-11 13:46:21, Light Level: 58 lux
Time: 2024-11-11 13:46:22, Light Level: 58 lux
Time: 2024-11-11 13:46:23, Light Level: 58 lux
Time: 2024-11-11 13:46:24, Light Level: 58 lux
Time: 2024-11-11 13:46:25, Light Level: 58 lux
Time: 2024-11-11 13:46:26, Light Level: 58 lux
Time: 2024-11-11 13:46:27, Light Level: 58 lux
Time: 2024-11-11 13:46:28, Light Level: 58 lux
Time: 2024-11-11 13:46:29, Light Level: 58 lux
Time: 2024-11-11 13:46:30, Light Level: 58 lux
Time: 2024-11-11 13:46:31, Light Level: 58 lux
Time: 2024-11-11 13:46:32, Light Level: 58 lux
Time: 2024-11-11 13:46:33, Light Level: 58 lux
Time: 2024-11-11 13:46:34, Light Level: 58 lux
Time: 2024-11-11 13:46:35, Light Level: 58 lux
Time: 2024-11-11 13:46:36, Light Level: 58 lux
Time: 2024-11-11 13:46:37, Light Level: 58 lux
Time: 2024-11-11 13:46:38, Light Level: 58 lux
Time: 2024-11-11 13:46:39, Light Level: 58 lux
Time: 2024-11-11 13:46:40, Light Level: 58 lux
Time: 2024-11-11 13:46:41, Light Level: 58 lux
Time: 2024-11-11 13:46:42, Light Level: 58 lux
Time: 2024-11-11 13:46:43, Light Level: 58 lux
Time: 2024-11-11 13:46:44, Light Level: 58 lux
Time: 2024-11-11 13:46:45, Light Level: 58 lux
Time: 2024-11-11 13:46:46, Light Level: 58 lux
Time: 2024-11-11 13:46:47, Light Level: 58 lux
Time: 2024-11-11 13:46:48, Light Level: 58 lux
Time: 2024-11-11 13:46:49, Light Level: 59 lux
Time: 2024-11-11 13:46:50, Light Level: 59 lux
Time: 2024-11-11 13:46:51, Light Level: 58 lux
Time: 2024-11-11 13:46:52, Light Level: 58 lux
Time: 2024-11-11 13:46:53, Light Level: 58 lux
Time: 2024-11-11 13:46:54, Light Level: 59 lux
Time: 2024-11-11 13:46:55, Light Level: 58 lux
Time: 2024-11-11 13:46:56, Light Level: 59 lux
Time: 2024-11-11 13:46:57, Light Level: 59 lux
Time: 2024-11-11 13:46:58, Light Level: 59 lux
Time: 2024-11-11 13:46:59, Light Level: 59 lux
Time: 2024-11-11 13:47:00, Light Level: 59 lux
Time: 2024-11-11 13:47:01, Light Level: 59 lux
Time: 2024-11-11 13:47:02, Light Level: 59 lux
Time: 2024-11-11 13:47:03, Light Level: 58 lux
Time: 2024-11-11 13:47:04, Light Level: 58 lux
Time: 2024-11-11 13:47:05, Light Level: 58 lux
Time: 2024-11-11 13:47:06, Light Level: 58 lux
Time: 2024-11-11 13:47:07, Light Level: 60 lux
Time: 2024-11-11 13:47:08, Light Level: 60 lux
Time: 2024-11-11 13:47:09, Light Level: 60 lux
Time: 2024-11-11 13:47:10, Light Level: 60 lux
Time: 2024-11-11 13:47:11, Light Level: 59 lux
Time: 2024-11-11 13:47:12, Light Level: 59 lux
Time: 2024-11-11 13:47:13, Light Level: 58 lux
Time: 2024-11-11 13:47:14, Light Level: 58 lux
Time: 2024-11-11 13:47:15, Light Level: 58 lux
Time: 2024-11-11 13:47:16, Light Level: 58 lux
Time: 2024-11-11 13:47:17, Light Level: 58 lux
Time: 2024-11-11 13:47:18, Light Level: 58 lux
Time: 2024-11-11 13:47:19, Light Level: 58 lux
Time: 2024-11-11 13:47:20, Light Level: 58 lux
Time: 2024-11-11 13:47:21, Light Level: 58 lux
Time: 2024-11-11 13:47:22, Light Level: 58 lux
Time: 2024-11-11 13:47:23, Light Level: 58 lux
Time: 2024-11-11 13:47:24, Light Level: 58 lux
Time: 2024-11-11 13:47:25, Light Level: 58 lux
Time: 2024-11-11 13:47:26, Light Level: 58 lux
Time: 2024-11-11 13:47:27, Light Level: 58 lux
Time: 2024-11-11 13:47:28, Light Level: 58 lux
Time: 2024-11-11 13:47:29, Light Level: 58 lux
Time: 2024-11-11 13:47:30, Light Level: 58 lux
Time: 2024-11-11 13:47:31, Light Level: 58 lux
Time: 2024-11-11 13:47:32, Light Level: 58 lux
Time: 2024-11-11 13:47:33, Light Level: 58 lux
Time: 2024-11-11 13:47:34, Light Level: 58 lux
Time: 2024-11-11 13:47:35, Light Level: 58 lux
Time: 2024-11-11 13:47:36, Light Level: 58 lux
Time: 2024-11-11 13:47:37, Light Level: 58 lux
Time: 2024-11-11 13:47:38, Light Level: 58 lux
Time: 2024-11-11 13:47:39, Light Level: 58 lux
Time: 2024-11-11 13:47:40, Light Level: 56 lux
Time: 2024-11-11 13:47:41, Light Level: 53 lux
Time: 2024-11-11 13:47:42, Light Level: 53 lux
Time: 2024-11-11 13:47:43, Light Level: 53 lux
Time: 2024-11-11 13:47:44, Light Level: 58 lux
Time: 2024-11-11 13:47:45, Light Level: 58 lux
Time: 2024-11-11 13:47:46, Light Level: 58 lux
Time: 2024-11-11 13:47:47, Light Level: 58 lux
Time: 2024-11-11 13:47:48, Light Level: 58 lux
Time: 2024-11-11 13:47:49, Light Level: 58 lux
Time: 2024-11-11 13:47:50, Light Level: 58 lux
Time: 2024-11-11 13:47:51, Light Level: 58 lux
Time: 2024-11-11 13:47:52, Light Level: 58 lux
Time: 2024-11-11 13:47:53, Light Level: 58 lux
Time: 2024-11-11 13:47:54, Light Level: 58 lux
Time: 2024-11-11 13:47:55, Light Level: 58 lux
Time: 2024-11-11 13:47:56, Light Level: 58 lux
Time: 2024-11-11 13:47:57, Light Level: 58 lux
Time: 2024-11-11 13:47:58, Light Level: 58 lux
Time: 2024-11-11 13:47:59, Light Level: 58 lux
Time: 2024-11-11 13:48:00, Light Level: 58 lux
Time: 2024-11-11 13:48:01, Light Level: 58 lux
Time: 2024-11-11 13:48:02, Light Level: 58 lux
